bulletin_date,age_range,female,female_pct,male,male_pct,cases,cases_pct
2020-12-20,50-59,298,14.2,234,14.1,532,14.1
2020-12-20,60-69,184,8.8,177,10.6,361,9.6
2020-12-20,70-79,127,6.0,106,6.4,233,6.2
2020-12-20,≥ 80,252,12.0,116,7.0,368,9.8
2020-12-20,No disponible,10,,11,,21,
2020-12-20,Total,2112,100.0,1673,100.0,3785,100.0
2020-12-21,< 10,114,5.4,109,6.4,223,5.8
2020-12-21,10-19,171,8.0,175,10.3,346,9.0
2020-12-21,20-29,324,15.2,258,15.2,582,15.2
2020-12-21,30-39,302,14.2,249,14.7,551,14.4
2020-12-21,40-49,345,16.2,263,15.5,608,15.9
2020-12-21,50-59,300,14.1,237,13.9,537,14.0
2020-12-21,60-69,188,8.8,183,10.8,371,9.7
2020-12-21,70-79,131,6.2,108,6.4,239,6.2
2020-12-21,≥ 80,250,11.8,117,6.9,367,9.6
2020-12-21,No disponible,10,,11,,21,
2020-12-21,Total,2135,100.0,1710,100.0,3845,100.0
2020-12-22,< 10,118,5.5,111,6.4,229,5.9
2020-12-22,10-19,172,8.0,179,10.4,351,9.0
2020-12-22,20-29,331,15.4,261,15.1,592,15.2
2020-12-22,30-39,311,14.4,259,15.0,570,14.7
2020-12-22,40-49,346,16.1,264,15.3,610,15.7
2020-12-22,50-59,303,14.1,245,14.2,548,14.1
2020-12-22,60-69,192,8.9,185,10.7,377,9.7
2020-12-22,70-79,129,6.0,109,6.3,238,6.1
2020-12-22,≥ 80,253,11.7,116,6.7,369,9.5
2020-12-22,No disponible,10,,11,,21,
2020-12-22,Total,2165,100.0,1740,100.0,3905,100.0
2020-12-23,< 10,118,5.4,111,6.4,229,5.8
2020-12-23,10-19,177,8.1,182,10.4,359,9.2
2020-12-23,20-29,339,15.6,263,15.1,602,15.4
2020-12-23,30-39,310,14.3,261,15.0,571,14.6
2020-12-23,40-49,349,16.1,266,15.3,615,15.7
2020-12-23,50-59,308,14.2,249,14.3,557,14.2
2020-12-23,60-69,194,8.9,184,10.6,378,9.7
2020-12-23,70-79,128,5.9,110,6.3,238,6.1
2020-12-23,≥ 80,251,11.5,116,6.7,367,9.4
2020-12-23,No disponible,10,,11,,21,
2020-12-23,Total,2184,100.0,1753,100.0,3937,100.0
2020-12-24,< 10,122,5.5,111,6.3,233,5.9
2020-12-24,10-19,177,8.0,190,10.8,367,9.2
2020-12-24,20-29,349,15.8,269,15.2,618,15.5
2020-12-24,30-39,318,14.4,261,14.8,579,14.6
2020-12-24,40-49,358,16.2,272,15.4,630,15.8
2020-12-24,50-59,308,13.9,247,14.0,555,14.0
2020-12-24,60-69,197,8.9,186,10.5,383,9.6
2020-12-24,70-79,129,5.8,112,6.3,241,6.1
2020-12-24,≥ 80,251,11.4,119,6.7,370,9.3
2020-12-24,No disponible,10,,12,,22,
2020-12-24,Total,2219,100.0,1779,100.0,3998,100.0
2020-12-25,< 10,121,5.5,112,6.3,233,5.9
2020-12-25,10-19,173,7.9,193,10.9,366,9.2
2020-12-25,20-29,342,15.6,269,15.2,611,15.4
2020-12-25,30-39,314,14.3,257,14.5,571,14.4
2020-12-25,40-49,355,16.2,275,15.6,630,15.9
2020-12-25,50-59,305,13.9,240,13.6,545,13.8
2020-12-25,60-69,195,8.9,189,10.7,384,9.7
2020-12-25,70-79,132,6.0,110,6.2,242,6.1
2020-12-25,≥ 80,257,11.7,122,6.9,379,9.6
2020-12-25,No disponible,9,,12,,21,
2020-12-25,Total,2203,100.0,1779,100.0,3982,100.0
2020-12-26,< 10,120,5.5,117,6.7,237,6.0
2020-12-26,10-19,173,7.9,191,10.9,364,9.2
2020-12-26,20-29,346,15.8,268,15.3,614,15.6
2020-12-26,30-39,313,14.3,254,14.5,567,14.4
2020-12-26,40-49,348,15.9,273,15.5,621,15.8
2020-12-26,50-59,301,13.8,238,13.6,539,13.7
2020-12-26,60-69,198,9.1,185,10.5,383,9.7
2020-12-26,70-79,130,5.9,108,6.2,238,6.0
2020-12-26,≥ 80,256,11.7,122,6.9,378,9.6
2020-12-26,No disponible,9,,12,,21,
2020-12-26,Total,2194,100.0,1768,100.0,3962,100.0
2020-12-27,< 10,121,5.5,120,6.7,241,6.1
2020-12-27,10-19,173,7.9,193,10.8,366,9.2
2020-12-27,20-29,349,15.9,272,15.3,621,15.6
2020-12-27,30-39,314,14.3,256,14.4,570,14.3
2020-12-27,40-49,350,15.9,278,15.6,628,15.8
2020-12-27,50-59,304,13.8,245,13.8,549,13.8
2020-12-27,60-69,199,9.1,187,10.5,386,9.7
2020-12-27,70-79,131,6.0,107,6.0,238,6.0
2020-12-27,≥ 80,254,11.6,123,6.9,377,9.5
2020-12-27,No disponible,9,,12,,21,
2020-12-27,Total,2204,100.0,1793,100.0,3997,100.0
2020-12-28,< 10,141,5.7,143,7.1,284,6.3
2020-12-28,10-19,193,7.8,221,10.9,414,9.2
2020-12-28,20-29,405,16.3,313,15.5,718,15.9
2020-12-28,30-39,361,14.5,298,14.7,659,14.6
2020-12-28,40-49,401,16.1,327,16.2,728,16.2
2020-12-28,50-59,345,13.9,285,14.1,630,14.0
2020-12-28,60-69,236,9.5,202,10.0,438,9.7
2020-12-28,70-79,153,6.2,112,5.5,265,5.9
2020-12-28,≥ 80,248,10.0,123,6.1,371,8.2
2020-12-28,No disponible,9,,12,,21,
2020-12-28,Total,2492,100.0,2036,100.0,4528,100.0
2020-12-29,< 10,141,5.6,143,7.1,284,6.3
2020-12-29,10-19,194,7.8,221,10.9,415,9.2
2020-12-29,20-29,409,16.4,313,15.4,722,16.0
2020-12-29,30-39,365,14.6,300,14.8,665,14.7
2020-12-29,40-49,405,16.2,327,16.1,732,16.2
2020-12-29,50-59,345,13.8,285,14.1,630,13.9
2020-12-29,60-69,235,9.4,203,10.0,438,9.7
2020-12-29,70-79,152,6.1,112,5.5,264,5.8
2020-12-29,≥ 80,253,10.1,122,6.0,375,8.3
2020-12-29,No disponible,9,,12,,21,
2020-12-29,Total,2508,100.0,2038,100.0,4546,100.0
2020-12-30,< 10,146,5.7,144,7.0,290,6.3
2020-12-30,10-19,196,7.7,225,10.9,421,9.1
2020-12-30,20-29,409,16.0,317,15.4,726,15.7
2020-12-30,30-39,377,14.7,305,14.8,682,14.8
2020-12-30,40-49,411,16.0,330,16.0,741,16.0
2020-12-30,50-59,347,13.5,285,13.8,632,13.7
2020-12-30,60-69,242,9.4,205,10.0,447,9.7
2020-12-30,70-79,160,6.2,118,5.7,278,6.0
2020-12-30,≥ 80,273,10.7,131,6.4,404,8.7
2020-12-30,No disponible,9,,11,,20,
2020-12-30,Total,2570,100.0,2071,100.0,4641,100.0
2020-12-31,< 10,150,5.8,151,7.2,301,6.4
2020-12-31,10-19,202,7.8,231,11.0,433,9.2
2020-12-31,20-29,412,15.8,332,15.8,744,15.8
2020-12-31,30-39,384,14.8,307,14.6,691,14.7
2020-12-31,40-49,422,16.2,336,16.0,758,16.1
2020-12-31,50-59,350,13.5,289,13.7,639,13.6
2020-12-31,60-69,239,9.2,210,10.0,449,9.5
2020-12-31,70-79,161,6.2,118,5.6,279,5.9
2020-12-31,≥ 80,281,10.8,132,6.3,413,8.8
2020-12-31,No disponible,9,,11,,20,
2020-12-31,Total,2610,100.0,2117,100.0,4727,100.0
2021-01-01,< 10,156,6.0,150,7.0,306,6.4
2021-01-01,10-19,208,8.0,230,10.8,438,9.2
2021-01-01,20-29,407,15.6,331,15.5,738,15.5
2021-01-01,30-39,384,14.7,308,14.4,692,14.6
2021-01-01,40-49,422,16.1,354,16.6,776,16.3
2021-01-01,50-59,355,13.6,294,13.8,649,13.7
2021-01-01,60-69,238,9.1,213,10.0,451,9.5
2021-01-01,70-79,163,6.2,124,5.8,287,6.0
2021-01-01,≥ 80,281,10.7,132,6.2,413,8.7
2021-01-01,No disponible,9,,11,,20,
2021-01-01,Total,2623,100.0,2147,100.0,4770,100.0
2021-01-02,< 10,157,6.0,150,7.1,307,6.5
2021-01-02,10-19,209,8.0,227,10.7,436,9.2
2021-01-02,20-29,408,15.5,331,15.6,739,15.6
2021-01-02,30-39,386,14.7,308,14.5,694,14.6
2021-01-02,40-49,425,16.2,350,16.5,775,16.3
2021-01-02,50-59,360,13.7,295,13.9,655,13.8
2021-01-02,60-69,241,9.2,211,9.9,452,9.5
2021-01-02,70-79,162,6.2,122,5.7,284,6.0
2021-01-02,≥ 80,279,10.6,129,6.1,408,8.6
2021-01-02,No disponible,9,,11,,20,
2021-01-02,Total,2636,100.0,2134,100.0,4770,100.0
2021-01-03,< 10,159,6.0,152,7.0,311,6.4
2021-01-03,10-19,216,8.1,230,10.6,446,9.2
2021-01-03,20-29,414,15.5,331,15.3,745,15.4
2021-01-03,30-39,397,14.9,316,14.6,713,14.8
2021-01-03,40-49,426,16.0,357,16.5,783,16.2
2021-01-03,50-59,363,13.6,301,13.9,664,13.8
2021-01-03,60-69,244,9.2,225,10.4,469,9.7
2021-01-03,70-79,166,6.2,122,5.6,288,6.0
2021-01-03,≥ 80,280,10.5,129,6.0,409,8.5
2021-01-03,No disponible,9,,11,,20,
2021-01-03,Total,2674,100.0,2174,100.0,4848,100.0
2021-01-04,< 10,159,5.9,151,7.0,310,6.4
2021-01-04,10-19,218,8.1,230,10.6,448,9.3
2021-01-04,20-29,417,15.6,328,15.2,745,15.4
2021-01-04,30-39,399,14.9,317,14.7,716,14.8
2021-01-04,40-49,432,16.1,356,16.5,788,16.3
2021-01-04,50-59,362,13.5,303,14.0,665,13.7
2021-01-04,60-69,246,9.2,223,10.3,469,9.7
2021-01-04,70-79,166,6.2,123,5.7,289,6.0
2021-01-04,≥ 80,280,10.5,131,6.1,411,8.5
2021-01-04,No disponible,9,,11,,20,
2021-01-04,Total,2688,100.0,2173,100.0,4861,100.0
2021-01-05,< 10,159,6.0,152,7.0,311,6.4
2021-01-05,10-19,217,8.1,231,10.7,448,9.3
2021-01-05,20-29,412,15.4,330,15.2,742,15.3
2021-01-05,30-39,399,14.9,318,14.7,717,14.8
2021-01-05,40-49,429,16.1,356,16.4,785,16.2
2021-01-05,50-59,361,13.5,302,13.9,663,13.7
2021-01-05,60-69,246,9.2,224,10.3,470,9.7
2021-01-05,70-79,167,6.3,123,5.7,290,6.0
2021-01-05,≥ 80,280,10.5,130,6.0,410,8.5
2021-01-05,No disponible,9,,11,,20,
2021-01-05,Total,2679,100.0,2177,100.0,4856,100.0
2021-01-06,< 10,160,5.9,156,7.1,316,6.4
2021-01-06,10-19,220,8.1,232,10.5,452,9.2
2021-01-06,20-29,419,15.5,338,15.3,757,15.4
2021-01-06,30-39,405,15.0,321,14.6,726,14.8
2021-01-06,40-49,435,16.1,363,16.5,798,16.2
2021-01-06,50-59,369,13.6,306,13.9,675,13.7
2021-01-06,60-69,250,9.2,230,10.4,480,9.8
2021-01-06,70-79,169,6.2,128,5.8,297,6.0
2021-01-06,≥ 80,282,10.4,129,5.9,411,8.4
2021-01-06,No disponible,8,,11,,19,
2021-01-06,Total,2717,100.0,2214,100.0,4931,100.0
2021-01-07,< 10,170,5.8,162,6.8,332,6.2
2021-01-07,10-19,264,9.0,257,10.8,521,9.8
2021-01-07,20-29,463,15.7,372,15.7,835,15.7
2021-01-07,30-39,453,15.4,351,14.8,804,15.1
2021-01-07,40-49,467,15.8,404,17.0,871,16.4
2021-01-07,50-59,397,13.5,328,13.8,725,13.6
2021-01-07,60-69,270,9.2,235,9.9,505,9.5
2021-01-07,70-79,177,6.0,133,5.6,310,5.8
2021-01-07,≥ 80,286,9.7,134,5.6,420,7.9
2021-01-07,No disponible,8,,10,,18,
2021-01-07,Total,2955,100.0,2386,100.0,5341,100.0
2021-01-08,< 10,171,5.8,160,6.8,331,6.2
2021-01-08,10-19,266,9.0,254,10.7,520,9.8
2021-01-08,20-29,461,15.5,378,16.0,839,15.7
2021-01-08,30-39,461,15.5,346,14.6,807,15.1
2021-01-08,40-49,473,16.0,399,16.8,872,16.4
2021-01-08,50-59,404,13.6,332,14.0,736,13.8
2021-01-08,60-69,269,9.1,233,9.8,502,9.4
2021-01-08,70-79,177,6.0,133,5.6,310,5.8
2021-01-08,≥ 80,283,9.5,133,5.6,416,7.8
2021-01-08,No disponible,7,,10,,17,
2021-01-08,Total,2972,100.0,2378,100.0,5350,100.0
2021-01-09,< 10,178,5.8,167,6.9,345,6.3
2021-01-09,10-19,273,9.0,262,10.8,535,9.8
2021-01-09,20-29,477,15.6,386,15.9,863,15.8
2021-01-09,30-39,473,15.5,355,14.7,828,15.1
2021-01-09,40-49,487,16.0,408,16.8,895,16.4
2021-01-09,50-59,417,13.7,338,14.0,755,13.8
2021-01-09,60-69,276,9.0,236,9.7,512,9.4
2021-01-09,70-79,185,6.1,136,5.6,321,5.9
2021-01-09,≥ 80,284,9.3,134,5.5,418,7.6
2021-01-09,No disponible,7,,10,,17,
2021-01-09,Total,3057,100.0,2432,100.0,5489,100.0
2021-01-10,< 10,183,5.9,169,6.9,352,6.4
2021-01-10,10-19,277,9.0,264,10.8,541,9.8
2021-01-10,20-29,480,15.6,388,15.9,868,15.7
2021-01-10,30-39,472,15.3,358,14.7,830,15.0
2021-01-10,40-49,492,16.0,413,16.9,905,16.4
2021-01-10,50-59,428,13.9,343,14.1,771,14.0
2021-01-10,60-69,280,9.1,238,9.8,518,9.4
2021-01-10,70-79,185,6.0,134,5.5,319,5.8
2021-01-10,≥ 80,286,9.3,134,5.5,420,7.6
2021-01-10,No disponible,7,,10,,17,
2021-01-10,Total,3090,100.0,2451,100.0,5541,100.0
2021-01-11,< 10,188,6.0,175,7.1,363,6.5
2021-01-11,10-19,276,8.9,271,10.9,547,9.8
2021-01-11,20-29,499,16.0,404,16.3,903,16.1
2021-01-11,30-39,474,15.2,363,14.6,837,15.0
2021-01-11,40-49,494,15.9,415,16.7,909,16.2
2021-01-11,50-59,432,13.9,348,14.0,780,13.9
2021-01-11,60-69,278,8.9,235,9.5,513,9.2
2021-01-11,70-79,187,6.0,135,5.4,322,5.8
2021-01-11,≥ 80,285,9.2,136,5.5,421,7.5
2021-01-11,No disponible,7,,10,,17,
2021-01-11,Total,3120,100.0,2492,100.0,5612,100.0
2021-01-12,< 10,188,6.0,175,7.0,363,6.5
2021-01-12,10-19,276,8.8,271,10.9,547,9.7
2021-01-12,20-29,504,16.1,405,16.3,909,16.2
2021-01-12,30-39,476,15.2,367,14.7,843,15.0
2021-01-12,40-49,500,16.0,416,16.7,916,16.3
2021-01-12,50-59,433,13.9,351,14.1,784,14.0
2021-01-12,60-69,279,8.9,235,9.4,514,9.2
2021-01-12,70-79,187,6.0,136,5.5,323,5.8
2021-01-12,≥ 80,283,9.1,134,5.4,417,7.4
2021-01-12,No disponible,7,,10,,17,
2021-01-12,Total,3133,100.0,2500,100.0,5633,100.0
2021-01-13,< 10,188,5.9,180,7.1,368,6.5
2021-01-13,10-19,279,8.8,272,10.8,551,9.7
2021-01-13,20-29,508,16.1,412,16.3,920,16.2
2021-01-13,30-39,486,15.4,371,14.7,857,15.1
2021-01-13,40-49,503,15.9,420,16.6,923,16.2
2021-01-13,50-59,440,13.9,354,14.0,794,14.0
2021-01-13,60-69,282,8.9,240,9.5,522,9.2
2021-01-13,70-79,191,6.0,139,5.5,330,5.8
2021-01-13,≥ 80,284,9.0,136,5.4,420,7.4
2021-01-13,No disponible,7,,10,,17,
2021-01-13,Total,3168,100.0,2534,100.0,5702,100.0
2021-01-14,< 10,200,6.2,184,7.1,384,6.6
2021-01-14,10-19,283,8.7,280,10.8,563,9.7
2021-01-14,20-29,522,16.1,423,16.3,945,16.2
2021-01-14,30-39,503,15.5,376,14.5,879,15.1
2021-01-14,40-49,512,15.8,437,16.9,949,16.3
2021-01-14,50-59,452,14.0,357,13.8,809,13.9
2021-01-14,60-69,282,8.7,251,9.7,533,9.1
2021-01-14,70-79,196,6.1,143,5.5,339,5.8
2021-01-14,≥ 80,288,8.9,137,5.3,425,7.3
2021-01-14,No disponible,7,,10,,17,
2021-01-14,Total,3245,100.0,2598,100.0,5843,100.0
2021-01-15,< 10,202,6.1,189,7.2,391,6.6
2021-01-15,10-19,294,8.9,288,11.0,582,9.8
2021-01-15,20-29,529,16.0,425,16.2,954,16.1
2021-01-15,30-39,513,15.6,376,14.4,889,15.0
2021-01-15,40-49,518,15.7,443,16.9,961,16.2
2021-01-15,50-59,456,13.8,362,13.8,818,13.8
2021-01-15,60-69,293,8.9,252,9.6,545,9.2
2021-01-15,70-79,199,6.0,146,5.6,345,5.8
2021-01-15,≥ 80,294,8.9,137,5.2,431,7.3
2021-01-15,No disponible,7,,10,,17,
2021-01-15,Total,3305,100.0,2628,100.0,5933,100.0
2021-01-16,< 10,205,6.2,187,7.1,392,6.6
2021-01-16,10-19,295,8.9,292,11.1,587,9.8
2021-01-16,20-29,527,15.8,440,16.7,967,16.2
2021-01-16,30-39,518,15.5,380,14.4,898,15.0
2021-01-16,40-49,534,16.0,444,16.8,978,16.4
2021-01-16,50-59,462,13.9,365,13.8,827,13.9
2021-01-16,60-69,296,8.9,249,9.4,545,9.1
2021-01-16,70-79,202,6.1,143,5.4,345,5.8
2021-01-16,≥ 80,293,8.8,138,5.2,431,7.2
2021-01-16,No disponible,7,,10,,17,
2021-01-16,Total,3339,100.0,2648,100.0,5987,100.0
2021-01-17,< 10,206,6.1,187,6.9,393,6.5
2021-01-17,10-19,305,9.0,295,11.0,600,9.9
2021-01-17,20-29,524,15.5,448,16.6,972,16.0
2021-01-17,30-39,527,15.6,386,14.3,913,15.0
2021-01-17,40-49,535,15.9,451,16.8,986,16.3
2021-01-17,50-59,470,13.9,382,14.2,852,14.0
2021-01-17,60-69,300,8.9,249,9.2,549,9.0
2021-01-17,70-79,208,6.2,150,5.6,358,5.9
2021-01-17,≥ 80,300,8.9,144,5.3,444,7.3
2021-01-17,No disponible,7,,10,,17,
2021-01-17,Total,3382,100.0,2702,100.0,6084,100.0
2021-01-18,< 10,205,6.1,189,7.0,394,6.5
2021-01-18,10-19,306,9.0,299,11.0,605,9.9
2021-01-18,20-29,523,15.4,449,16.6,972,15.9
2021-01-18,30-39,531,15.7,394,14.5,925,15.2
2021-01-18,40-49,536,15.8,450,16.6,986,16.2
2021-01-18,50-59,470,13.9,380,14.0,850,13.9
2021-01-18,60-69,303,8.9,250,9.2,553,9.1
2021-01-18,70-79,212,6.3,152,5.6,364,6.0
2021-01-18,≥ 80,301,8.9,147,5.4,448,7.3
2021-01-18,No disponible,7,,10,,17,
2021-01-18,Total,3394,100.0,2720,100.0,6114,100.0
2021-01-19,< 10,207,6.1,191,7.0,398,6.5
2021-01-19,10-19,309,9.1,302,11.1,611,10.0
2021-01-19,20-29,522,15.4,450,16.5,972,15.9
2021-01-19,30-39,530,15.6,396,14.5,926,15.1
2021-01-19,40-49,539,15.9,452,16.6,991,16.2
2021-01-19,50-59,469,13.8,383,14.0,852,13.9
2021-01-19,60-69,305,9.0,253,9.3,558,9.1
2021-01-19,70-79,210,6.2,152,5.6,362,5.9
2021-01-19,≥ 80,300,8.8,148,5.4,448,7.3
2021-01-19,No disponible,7,,10,,17,
2021-01-19,Total,3398,100.0,2737,100.0,6135,100.0
2021-01-20,< 10,210,6.1,192,7.0,402,6.5
2021-01-20,10-19,311,9.1,302,11.0,613,9.9
2021-01-20,20-29,527,15.4,452,16.4,979,15.9
2021-01-20,30-39,531,15.5,400,14.6,931,15.1
2021-01-20,40-49,544,15.9,453,16.5,997,16.2
2021-01-20,50-59,474,13.9,388,14.1,862,14.0
2021-01-20,60-69,306,8.9,254,9.2,560,9.1
2021-01-20,70-79,215,6.3,157,5.7,372,6.0
2021-01-20,≥ 80,304,8.9,151,5.5,455,7.4
2021-01-20,No disponible,7,,10,,17,
2021-01-20,Total,3429,100.0,2759,100.0,6188,100.0
2021-01-21,< 10,215,6.2,197,7.0,412,6.6
2021-01-21,10-19,313,9.0,309,11.0,622,9.9
2021-01-21,20-29,540,15.5,456,16.3,996,15.9
2021-01-21,30-39,537,15.4,403,14.4,940,15.0
2021-01-21,40-49,554,15.9,461,16.5,1015,16.2
2021-01-21,50-59,482,13.9,399,14.3,881,14.0
2021-01-21,60-69,314,9.0,263,9.4,577,9.2
2021-01-21,70-79,214,6.2,159,5.7,373,5.9
2021-01-21,≥ 80,307,8.8,152,5.4,459,7.3
2021-01-21,No disponible,7,,10,,17,
2021-01-21,Total,3483,100.0,2809,100.0,6292,100.0
2021-01-22,< 10,214,6.0,202,7.1,416,6.5
2021-01-22,10-19,323,9.1,314,11.0,637,10.0
2021-01-22,20-29,549,15.5,462,16.2,1011,15.8
2021-01-22,30-39,544,15.4,416,14.6,960,15.0
2021-01-22,40-49,561,15.9,466,16.4,1027,16.1
2021-01-22,50-59,493,13.9,403,14.2,896,14.0
2021-01-22,60-69,326,9.2,270,9.5,596,9.3
2021-01-22,70-79,218,6.2,162,5.7,380,6.0
2021-01-22,≥ 80,310,8.8,153,5.4,463,7.3
2021-01-22,No disponible,7,,10,,17,
2021-01-22,Total,3545,100.0,2858,100.0,6403,100.0
2021-01-23,< 10,216,6.1,204,7.1,420,6.5
2021-01-23,10-19,326,9.1,312,10.9,638,9.9
2021-01-23,20-29,556,15.6,465,16.2,1021,15.9
2021-01-23,30-39,554,15.5,421,14.7,975,15.2
2021-01-23,40-49,563,15.8,471,16.4,1034,16.1
2021-01-23,50-59,494,13.9,407,14.2,901,14.0
2021-01-23,60-69,329,9.2,271,9.4,600,9.3
2021-01-23,70-79,216,6.1,163,5.7,379,5.9
2021-01-23,≥ 80,311,8.7,154,5.4,465,7.2
2021-01-23,No disponible,7,,10,,17,
2021-01-23,Total,3572,100.0,2878,100.0,6450,100.0
2021-01-24,< 10,218,6.1,209,7.2,427,6.6
2021-01-24,10-19,327,9.1,316,11.0,643,9.9
2021-01-24,20-29,556,15.5,464,16.1,1020,15.8
2021-01-24,30-39,558,15.6,426,14.8,984,15.2
2021-01-24,40-49,562,15.7,471,16.3,1033,16.0
2021-01-24,50-59,499,13.9,410,14.2,909,14.1
2021-01-24,60-69,330,9.2,270,9.4,600,9.3
2021-01-24,70-79,212,5.9,162,5.6,374,5.8
2021-01-24,≥ 80,318,8.9,157,5.4,475,7.3
2021-01-24,No disponible,7,,10,,17,
2021-01-24,Total,3587,100.0,2895,100.0,6482,100.0
2021-01-25,< 10,218,6.1,210,7.2,428,6.6
2021-01-25,10-19,327,9.1,318,11.0,645,9.9
2021-01-25,20-29,558,15.5,465,16.0,1023,15.7
2021-01-25,30-39,560,15.6,432,14.9,992,15.3
2021-01-25,40-49,569,15.8,472,16.3,1041,16.0
2021-01-25,50-59,501,13.9,411,14.2,912,14.0
2021-01-25,60-69,334,9.3,271,9.3,605,9.3
2021-01-25,70-79,215,6.0,163,5.6,378,5.8
2021-01-25,≥ 80,317,8.8,160,5.5,477,7.3
2021-01-25,No disponible,7,,10,,17,
2021-01-25,Total,3606,100.0,2912,100.0,6518,100.0
2021-01-26,< 10,219,6.1,213,7.3,432,6.6
2021-01-26,10-19,330,9.1,319,10.9,649,9.9
2021-01-26,20-29,559,15.5,467,16.0,1026,15.7
2021-01-26,30-39,564,15.6,436,15.0,1000,15.3
2021-01-26,40-49,572,15.8,474,16.3,1046,16.0
2021-01-26,50-59,505,14.0,411,14.1,916,14.0
2021-01-26,60-69,337,9.3,272,9.3,609,9.3
2021-01-26,70-79,216,6.0,164,5.6,380,5.8
2021-01-26,≥ 80,316,8.7,159,5.5,475,7.3
2021-01-26,No disponible,7,,10,,17,
2021-01-26,Total,3625,100.0,2925,100.0,6550,100.0
2021-01-27,< 10,220,6.1,215,7.3,435,6.6
2021-01-27,10-19,332,9.1,325,11.1,657,10.0
2021-01-27,20-29,558,15.3,468,16.0,1026,15.6
2021-01-27,30-39,568,15.6,434,14.8,1002,15.3
2021-01-27,40-49,570,15.7,477,16.3,1047,15.9
2021-01-27,50-59,511,14.1,416,14.2,927,14.1
2021-01-27,60-69,336,9.2,272,9.3,608,9.3
2021-01-27,70-79,222,6.1,166,5.7,388,5.9
2021-01-27,≥ 80,319,8.8,161,5.5,480,7.3
2021-01-27,No disponible,7,,10,,17,
2021-01-27,Total,3643,100.0,2944,100.0,6587,100.0
2021-01-28,< 10,224,6.1,218,7.3,442,6.6
2021-01-28,10-19,337,9.2,328,11.0,665,10.0
2021-01-28,20-29,563,15.3,474,16.0,1037,15.6
2021-01-28,30-39,569,15.5,439,14.8,1008,15.2
2021-01-28,40-49,578,15.7,481,16.2,1059,15.9
2021-01-28,50-59,516,14.0,422,14.2,938,14.1
2021-01-28,60-69,344,9.4,275,9.3,619,9.3
2021-01-28,70-79,226,6.1,171,5.8,397,6.0
2021-01-28,≥ 80,321,8.7,162,5.5,483,7.3
2021-01-28,No disponible,8,,10,,18,
2021-01-28,Total,3686,100.0,2980,100.0,6666,100.0
2021-01-29,< 10,220,6.0,222,7.4,442,6.6
2021-01-29,10-19,338,9.2,327,10.9,665,10.0
2021-01-29,20-29,563,15.3,478,16.0,1041,15.6
2021-01-29,30-39,567,15.4,440,14.7,1007,15.1
2021-01-29,40-49,583,15.8,491,16.4,1074,16.1
2021-01-29,50-59,512,13.9,423,14.1,935,14.0
2021-01-29,60-69,347,9.4,277,9.3,624,9.3
2021-01-29,70-79,230,6.2,171,5.7,401,6.0
2021-01-29,≥ 80,322,8.7,164,5.5,486,7.3
2021-01-29,No disponible,8,,10,,18,
2021-01-29,Total,3690,100.0,3003,100.0,6693,100.0
2021-01-30,< 10,221,6.0,225,7.5,446,6.6
2021-01-30,10-19,340,9.2,328,10.9,668,9.9
2021-01-30,20-29,565,15.2,479,15.9,1044,15.5
2021-01-30,30-39,568,15.3,443,14.7,1011,15.1
2021-01-30,40-49,585,15.8,492,16.3,1077,16.0
2021-01-30,50-59,520,14.0,426,14.2,946,14.1
2021-01-30,60-69,348,9.4,279,9.3,627,9.3
2021-01-30,70-79,233,6.3,170,5.6,403,6.0
2021-01-30,≥ 80,325,8.8,168,5.6,493,7.3
2021-01-30,No disponible,8,,10,,18,
2021-01-30,Total,3713,100.0,3020,100.0,6733,100.0
2021-01-31,< 10,224,6.0,227,7.5,451,6.7
2021-01-31,10-19,347,9.3,328,10.8,675,10.0
2021-01-31,20-29,567,15.1,485,16.0,1052,15.5
2021-01-31,30-39,573,15.3,449,14.8,1022,15.1
2021-01-31,40-49,592,15.8,495,16.3,1087,16.0
2021-01-31,50-59,521,13.9,428,14.1,949,14.0
2021-01-31,60-69,353,9.4,281,9.3,634,9.4
2021-01-31,70-79,243,6.5,174,5.7,417,6.2
2021-01-31,≥ 80,326,8.7,167,5.5,493,7.3
2021-01-31,No disponible,8,,10,,18,
2021-01-31,Total,3754,100.0,3044,100.0,6798,100.0
2021-02-01,< 10,223,5.9,229,7.5,452,6.6
2021-02-01,10-19,347,9.2,333,10.9,680,9.9
2021-02-01,20-29,572,15.1,489,16.0,1061,15.5
2021-02-01,30-39,584,15.5,455,14.8,1039,15.2
2021-02-01,40-49,595,15.7,496,16.2,1091,15.9
2021-02-01,50-59,528,14.0,435,14.2,963,14.1
2021-02-01,60-69,356,9.4,283,9.2,639,9.3
2021-02-01,70-79,246,6.5,175,5.7,421,6.2
2021-02-01,≥ 80,328,8.7,169,5.5,497,7.3
2021-02-01,No disponible,8,,10,,18,
2021-02-01,Total,3787,100.0,3074,100.0,6861,100.0
2021-02-02,< 10,224,5.9,230,7.4,454,6.6
2021-02-02,10-19,349,9.2,335,10.8,684,9.9
2021-02-02,20-29,574,15.1,495,16.0,1069,15.5
2021-02-02,30-39,588,15.5,457,14.8,1045,15.2
2021-02-02,40-49,600,15.8,503,16.3,1103,16.0
2021-02-02,50-59,533,14.0,440,14.2,973,14.1
2021-02-02,60-69,359,9.4,286,9.2,645,9.4
